source,translation_reference,translation_hypothesis,sentence_bleu_score
"Vean MD: mano derecha, MI: mano izquierda.","So notice RH: right hand, LH: left hand.","See MD: right hand, MI: left hand.",0.5726880293059101
Tenemos el pentagrama a travs de la cabeza y el pecho.,We have the staff across the head and the chest.,We have the staff through the head and chest.,0.3993879176377878
"[Cara: MD, garra flash] [Tiempo Comn] [En el pecho: MI, garra flash] Les voy a ensear una forma de la mano llamada ""garra flash"".","[Head: RH, Flash claw]  [Common time]  [Chest: LH, Flash claw]  I'm now going to demonstrate a hand shape called the ""flash claw.""","[Face: MD, flash claw] [Comn time] [In the chest: MI, flash claw] I'm going to show you a hand shape called "" flash claw"".",0.14411291670643006
Pueden hacerlo conmigo?,Can you please follow along with me?,Can you do it with me?,0.6082887289096036
Todos con las manos en alto.,"Everybody, hands up.",All hands up.,0.7598356856515925
"Ahora vamos a hacerlo tanto en la cabeza como el pecho, algo as como ""tiempo comn"" o ""al mismo tiempo"".","Now we're going to do it in both the head and the chest,  kind of like ""common time"" or at the same time.","Now let's do it both in the head and chest, something like ""comn time"" or ""at the same time"".",0.2683646670170479
"S, muy bien.","Yes, got it.","Yeah, all right.",0.0
"Eso significa ""enamorarse"" en el sistema internacional.","That means ""to fall in love"" in International [Sign].","That means ""falling in love"" in the international system.",0.4153509237206396
"El sistema internacional, como nota, es una herramienta visual para ayudar a comunicarse en todas las culturas y las lenguas de signos en todo el mundo.","International [Sign], as a note,  is a visual tool to help communicate  across cultures and sign languages around the world.","The international system, as a note, is a visual tool to help communicate in all cultures and sign languages around the world.",0.6750915335148621
"El segundo que me gustara ensearles es este. Por favor, hganlo conmigo otra vez.",The second one I'd like to demonstrate is this --  please follow along with me again.,"The second one I'd like to teach you is this one, please do it with me again.",0.39846811316275854
Y ahora esto.,And now this.,And now this.,1.0
"Significa ""colonizacin"" en el ASL.","This is ""colonization"" in ASL.","It means ""colonization"" in the ASL.",0.5623413251903491
"Ahora, la tercera. Por favor, sganme de nuevo.",Now the third --  please follow along again.,"Now, the third, please, sgan me again.",0.6337834876616586
Y otra vez.,And again.,And again.,1.0
"Es ""iluminacin"" en el ASL.","This is ""enlightenment"" in ASL.","It's ""enlightenment"" in the ASL.",0.6223329772884784
Vamos a hacer los tres juntos.,So let's do all three together.,Let's do all three together.,0.5475182535069453
"""Enamorarse"", ""colonizacin"" e ""iluminacin"".","""Fall in love,""  ""colonization""  and ""enlightenment.""","""Fall in love"", ""colonization"" and ""enlightenment"".",0.7186082239261684
Buen trabajo todos.,"Good job, everyone.","Good job, everybody.",0.7598356856515925
Observen cmo los tres signos son muy similares. Todos ocurren en la cabeza y el pecho. Pero transmiten significados muy diferentes.,"Notice how all three signs are very similar,  they all happen at the head and the chest,  but they convey quite different meanings.",Notice how the three signs are very similar. They all occur on the head and chest. But they convey very different meanings.,0.20334269439334487
"Es increble ver cmo el ASL est vivo y prspera, al igual que la msica.","So it's amazing to see how ASL is alive and thriving,  just like music is.","It is amazing to see how the ASL is alive and prspera, as well as the music.",0.2863424630911014
"Sin embargo, hoy en da, vivimos en un mundo muy audio-cntrico.","However, in this day and age,  we live in a very audio-centric world.","However, today in da, we live in a very audio-centric world.",0.5066546237581825
"Y solo porque el ASL no tiene sonidos, automticamente no tiene valor social.","And just because ASL has no sound to it,  it automatically holds no social currency.","And just because the ASL has no sounds, it automatically has no social value.",0.4507763457323717
"Tenemos que empezar a cuestionar qu define el valor social y permitir que el ASL desarrolle su propio valor, sin sonidos.",We need to start thinking harder about what defines social currency  and allow ASL to develop its own form of currency --  without sound.,"We have to start questioning what defines social value and allow the ASL to develop its own value, without sounds.",0.24257265980446543
Y esto podra ser un paso para hacer una sociedad ms inclusiva.,And this could possibly be a step to lead to a more inclusive society.,And this could be a step towards making society more inclusive.,0.37127376188885375
Y tal vez la gente entender que no hay que ser sordo para aprender ASL. Ni que hay que oir para aprender msica.,"And maybe people will understand  that you don't need to be deaf to learn ASL,  nor do you have to be hearing to learn music.",And maybe people understand that you don't have to be deaf to learn ASL. You don't have to hear to learn music.,0.35655947731112714
El ASL es un rico tesoro y me gustara que tuvieran la misma experiencia.,ASL is such a rich treasure  that I'd like you to have the same experience.,The ASL is a rich treasure and I would like you to have the same experience.,0.4935578819979932
"Me gustara invitarles a abrir sus odos, abrir los ojos, a participar en nuestra cultura y experimentar de nuestro lenguaje visual.","And I'd like to invite you to open your ears,  to open your eyes,  take part in our culture  and experience our visual language.","I would like to invite you to open your ears, open your eyes, participate in our culture and experience our visual language.",0.6289505835420137
"Y nunca se sabe, pueden hasta enamorarse de nosotros.","And you never know,  you might just fall in love with us.","And you never know, they can even fall in love with us.",0.53107253497887
Gracias.,Thank you.,Thank you.,1.0
"Denise Kahler-Braaten: Hey, esa soy yo.","Denise Kahler-Braaten: Hey, that's me.","Denise Kahler-Braaten: Hey, that's me.",1.0
"De nio, mis padres me decan: ""Puedes ensuciarlo todo, pero despus tienes que limpiarlo"".","When I was a kid, my parents would tell me,  ""You can make a mess, but you have to clean up after yourself.""","When I was a kid, my parents said to me, ""You can get it all dirty, but then you have to clean it up.""",0.4010889714538991
La libertad implica responsabilidad.,So freedom came with responsibility.,Freedom implies responsibility.,0.39011264866539486
"Pero mi imaginacin me llevaba a todos estos lugares maravillosos, donde todo era posible.","But my imagination would take me to all these wonderful places,  where everything was possible.","But my imagination took me to all these wonderful places, where everything was possible.",0.7285959997974691
"As que crec en una burbuja de inocencia o una burbuja de ignorancia debo decir, porque los adultos nos mentan para protegernos de la horrible verdad.","So I grew up in a bubble of innocence --  or a bubble of ignorance, I should say,  because adults would lie to us to protect us from the ugly truth.","So I grow up in a bubble of innocence or a bubble of ignorance I must say, because grown-ups mint us to protect us from the horrible truth.",0.4183238783963823
